,text,cleaned,polarity,subjectivity,sentiment,neg,neu,pos,compound,text_len,text_word_count
581,"Are you searching for a modern, unique and exact like you dreamt about professional Landscape Design for your backyard or frontyard?
Contact Me: https://t.co/4o3FGtDMbu
#landscapedesign #PMSIDontWantToOverreactBUT #pooldesign #Ghana #patiodesign #frontyard #backyarddesign https://t.co/7b98dEzfPA",are you searching for modern unique and exact like you dreamt about professional landscape design for your backyard or frontyard contact me landscapedesign pmsidontwanttooverreactbut pooldesign ghana patiodesign frontyard backyarddesign ,0.23124999999999998,0.41250000000000003,positive,0.0,0.918,0.082,0.3612,237,29
582,Kudus is Ghana's Hero in World Cup Clash with Korea Republic: https://t.co/RvyXc5FD9g #Ghana #BlackStars #FIFAWorldCup https://t.co/dmxbZ57ru9,kudus is ghana hero in world cup clash with korea republic ghana blackstars fifaworldcup ,0.0,0.0,positive,0.0,0.783,0.217,0.5574,89,14
583,#2022FIFAWorldCup prediction. #ghanablackstars #Ghana #ghanawins #PulseWorldCup2022 #PulseSports #PulseQatar22 #kudus #KudusDream #KudusDey #المغرب_بلجيكا #ghanavssouthkorea #BlackStarsAtQatar #BLACKSTAR https://t.co/IvGcddlgIB, 2022fifaworldcup prediction ghanablackstars ghana ghanawins pulseworldcup2022 pulsesports pulseqatar22 kudus kudusdream kudusdey ghanavssouthkorea blackstarsatqatar blackstar ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,176,14
584,Once again the African fans bring a joyous celebration that only Africans can understand. And then there's the English. #Qatar2022 #QatarWorldCup2022 #WorldCup2022 #WorldCup #WorldcupQatar2022 #Ghana #camaroon https://t.co/73ktnnBemp,once again the african fans bring joyous celebration that only africans can understand and then there the english qatar2022 qatarworldcup2022 worldcup2022 worldcup worldcupqatar2022 ghana camaroon ,0.0,0.3333333333333333,positive,0.0,0.854,0.146,0.6249,197,25
585,"“One African Sky” decision made by 17 countries who launched the “Single African Air Transport Market” (SAATM). 

African airlines can fly unrestricted to/from/between the 17 countries including:
#Nigeria
#Kenya
#SouthAfrica
#Ethiopia
#Rwanda
#Ghana
#Morocco

Big smart decision! https://t.co/Q3Kcx1GSfu", one african sky decision made by 17 countries who launched the single african air transport market saatm african airlines can fly unrestricted to from between the 17 countries including nigeria kenya southafrica ethiopia rwanda ghana morocco big smart decision ,0.1346938775510204,0.2653061224489796,positive,0.0,0.898,0.102,0.4939,262,39
586,"#SouthKorea played their heart out in a Group H match against #Ghana before going down 2-3 in a pulsating encounter on Monday

#FIFAWorldCup 

https://t.co/gsM2wBDf9X", southkorea played their heart out in group match against ghana before going down 2 3 in pulsating encounter on monday fifaworldcup ,-0.15555555555555559,0.2888888888888889,positive,0.0,0.882,0.118,0.34,132,21
587,"Analysts say it's because of Bento's lineup, which lost against Ghana;; 
https://t.co/VWRC2hiqRE 

Oh, I see
 
#Analysis #Defeat #Ghana #Lineup 
https://t.co/VWRC2hiqRE",analysts say it because of bento lineup which lost against ghana oh see analysis defeat ghana lineup ,0.0,0.0,negative,0.261,0.739,0.0,-0.6486,101,17
588,"Social Media Users Lavish Praises On Black Stars Keeper Ati Zigi (See Details() https://t.co/IWyykWiQtf via @townflexgh 

#townflex #SpotifyWrapped #Portugal #China #Ronaldo #ghanablackstars #ghana #Worlds2022 #FIFAWorldCupQatar2022 #Qatar2022 #qatar",social media users lavish praises on black stars keeper ati zigi see details via townflex spotifywrapped portugal china ronaldo ghanablackstars ghana worlds2022 fifaworldcupqatar2022 qatar2022 qatar,-0.06666666666666667,0.25,positive,0.0,0.876,0.124,0.5267,198,25
589,"Do we need to discuss this. This demon must be exorcised.
#ghana #revenge https://t.co/7sVOPaJo10",do we need to discuss this this demon must be exorcised ghana revenge ,0.0,0.0,negative,0.221,0.779,0.0,-0.5267,70,13
590,"📍 Africa, Accra 🇿🇦
🗂 Category: Plastics, chemicals, printing and packaging 📦
📅 29 November to 01 December 2022

""Professionals from #Ghana and #WestAfrica in the #agri-food and #plastprintpack industries look forward to discussing their business with 98 #exhibitors... https://t.co/jDh1zurfRf", africa accra category plastics chemicals printing and packaging 29 november to 01 december 2022 professionals from ghana and westafrica in the agri food and plastprintpack industries look forward to discussing their business with 98 exhibitors ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,245,35
591,"Congratulations #Ghana #BlackStars we pray for more #win 🏆 

#optimalife #Empower #Africa #United #Medical #healthcare #medicalequipment #hospital  #healthcare #2022FIFAWorldCup #QatarWorldCup2022  #SouthKorea #kudus https://t.co/DomA2SpwLY",congratulations ghana blackstars we pray for more win optimalife empower africa united medical healthcare medicalequipment hospital healthcare 2022fifaworldcup qatarworldcup2022 southkorea kudus ,0.43333333333333335,0.3,positive,0.0,0.565,0.435,0.92,195,21
592,"Wanna visualize how your backyard, garden, swimming pool would look like?
Contact Me: https://t.co/bht8T4NDqO
#3dlandscapedesign #MondayMotivation #frontyard #modernhouse #Ghana #visualization #exteriorrendering https://t.co/0zEGZbMqMm",wanna visualize how your backyard garden swimming pool would look like contact me 3dlandscapedesign mondaymotivation frontyard modernhouse ghana visualization exteriorrendering ,0.0,0.0,positive,0.0,0.884,0.116,0.3612,177,20
593,"#WorldCup2022  #WorldcupQatar2022  

#LULUMARKETGAME 

#GHANA 🇬🇭 WON! 

Congratulations to the following winner! 
@jayasuryardj
@luthfidkw
@VOONRabbit
@Allcity77

Please join https://t.co/EDAfbTe0Hs to claim your rewards! ♥️

#LULUMARKETGAME https://t.co/dYJUuW02h4", worldcup2022 worldcupqatar2022 lulumarketgame ghana won congratulations to the following winner please join to claim your rewards lulumarketgame ,0.0,0.1,positive,0.0,0.367,0.633,0.9584,146,17
594,"Ghana V Japan 
will be the cleanest match ever.
#Ghana #Japan https://t.co/LvJA48pySR",ghana japan will be the cleanest match ever ghana japan ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,56,10
595,Make the best of the world cup. Increase your winning chances with predictions by Prediktr #Qatar2022 #FIFAWorldCup Try for 14days for free https://t.co/NUmP4MsDFf #QatarWorldCup2022 #Ghana #SouthKorea #MatchDay #TrendingNow https://t.co/hsN6EerFHP,make the best of the world cup increase your winning chances with predictions by prediktr qatar2022 fifaworldcup try for 14days for free qatarworldcup2022 ghana southkorea matchday trendingnow ,0.6333333333333333,0.6166666666666667,positive,0.0,0.595,0.405,0.9325,193,27
596,Make the best of the world cup. Increase your winning chances with predictions by Prediktr #Qatar2022 #FIFAWorldCup Try for 14days for free https://t.co/x5rRVUrEWc #QatarWorldCup2022 #Ghana #SouthKorea #MatchDay #TrendingNow https://t.co/ehwpmPw936,make the best of the world cup increase your winning chances with predictions by prediktr qatar2022 fifaworldcup try for 14days for free qatarworldcup2022 ghana southkorea matchday trendingnow ,0.6333333333333333,0.6166666666666667,positive,0.0,0.595,0.405,0.9325,193,27
597,"If you are looking for a professional architect to plan &amp; design your Shipping container project?
Contact Me: https://t.co/7E3gxnCDbd
#shippingcontainer #Brazil #home #Ghana #apartment #container #house https://t.co/ql7hjZnDPT",if you are looking for professional architect to plan amp design your shipping container project contact me shippingcontainer brazil home ghana apartment container house ,0.1,0.1,neutral,0.0,1.0,0.0,0.0,170,24
598,"Ghana defeats South Korea three to two.

#SouthKorea 2-3 #Ghana

#FIFAWorldCup #Qatar2022 https://t.co/mNOaobE95b",ghana defeats south korea three to two southkorea 2 3 ghana fifaworldcup qatar2022 ,0.0,0.0,negative,0.187,0.813,0.0,-0.3182,83,13
599,"Ghan Vs Uruguay

If you remember last 2010 world cup between them 🫣 Ghana it's your turn for revenge 🤫
#Ghana #WorldCup2022 #Qatar2022",ghan vs uruguay if you remember last 2010 world cup between them ghana it your turn for revenge ghana worldcup2022 qatar2022,0.0,0.06666666666666667,negative,0.145,0.855,0.0,-0.5267,124,21
600,"We're pretty sure they didn't mean it!

#supercarsgh #topsupercarsworld #supercarscheap #supercarpictures #formula1  #cars #Ghana #suzuki #vintagecars  #dealership #authoriseddealers #carservice #mechanic #autofollowers #formula1 #carrace #speed #road #vehicle #vehiclewraps https://t.co/AbTq9kTOlF",we re pretty sure they didn mean it supercarsgh topsupercarsworld supercarscheap supercarpictures formula1 cars ghana suzuki vintagecars dealership authoriseddealers carservice mechanic autofollowers formula1 carrace speed road vehicle vehiclewraps ,0.14583333333333334,0.8587962962962963,positive,0.0,0.825,0.175,0.6705,249,28
601,"Bruno’s brace takes Portugal to knockout stage
#BrunoFernandes #FIFAWorldCup #Ghana #LusailStadiumInQatar
https://t.co/m9Oh6Yrsnq",bruno brace takes portugal to knockout stage brunofernandes fifaworldcup ghana lusailstadiuminqatar ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,100,11
602,"#Ghana🇬🇭defeated #KoreaRepublic🇰🇷 by a score of 3-2 on Monday November 28, 2022 in the #GroupStage of the 2022 #FIFAWorldCup            . #MakingHistory #WorldCup2022 #WorldCupQatar2022 #Qatar2022     #FIFAWorldCupQatar2022 #GHA #Gha #KOR #Kor https://t.co/c3fksd6OLq", ghana defeated korearepublic by score of 3 2 on monday november 28 2022 in the groupstage of the 2022 fifaworldcup makinghistory worldcup2022 worldcupqatar2022 qatar2022 fifaworldcupqatar2022 gha gha kor kor ,0.0,0.0,negative,0.107,0.893,0.0,-0.4767,209,29
603,"@alex_djiku @ghanafaofficial @GhanaBlackstars @FIFAWorldCup Congratulations from Sudan to our brothers &amp; sisters in #Ghana! 🇸🇩❤🇬🇭
You can beat Uruguay &amp; advance to the round of 16, you're much stronger than them, they're a paralyzed overrated team that can't even build a proper scoring attempt!

#FIFAWorldCup", djiku congratulations from sudan to our brothers amp sisters in ghana you can beat uruguay amp advance to the round of 16 you re much stronger than them they re paralyzed overrated team that can even build proper scoring attempt fifaworldcup,0.0,0.23333333333333336,positive,0.0,0.857,0.143,0.7579,242,41
604,"I thought Korea would win. They were losing. Yet the match was very good. Ghana was very good like they were against Portugal. Ghana Vs Uruguay will be something 🤯
#FIFAWorldCup    #SouthKoreavsGhana #Ghana https://t.co/amtjmTL54O",i thought korea would win they were losing yet the match was very good ghana was very good like they were against portugal ghana vs uruguay will be something fifaworldcup southkoreavsghana ghana ,0.8733333333333334,0.6533333333333334,positive,0.063,0.626,0.312,0.8851,195,32
605,"Ghana v Korea 3-2
Highlight by youtube
https://t.co/rCcjRnLtXc

#FIFAWorldCup #FIFAWorldCup2022 #FIFA #Ghana #sofaSport #casino #casinoonline #Korea #ghanavskorea #ghanavssouthkorea #koreavsghana #KoreaGhana",ghana korea 3 2 highlight by youtube fifaworldcup fifaworldcup2022 fifa ghana sofasport casino casinoonline korea ghanavskorea ghanavssouthkorea koreavsghana koreaghana,0.0,0.0,positive,0.0,0.87,0.13,0.34,168,19
606,Make the best of the world cup. Increase your winning chances with predictions by Prediktr #Qatar2022 #FIFAWorldCup Try for 14days for free https://t.co/NUmP4MsDFf #QatarWorldCup2022 #Ghana #SouthKorea #MatchDay #TrendingNow https://t.co/VmDdKptpel,make the best of the world cup increase your winning chances with predictions by prediktr qatar2022 fifaworldcup try for 14days for free qatarworldcup2022 ghana southkorea matchday trendingnow ,0.6333333333333333,0.6166666666666667,positive,0.0,0.595,0.405,0.9325,193,27
607,Make the best of the world cup. Increase your winning chances with predictions by Prediktr #Qatar2022 #FIFAWorldCup Try for 14days for free https://t.co/x5rRVUrEWc #QatarWorldCup2022 #Ghana #SouthKorea #MatchDay #TrendingNow https://t.co/zLUxGfZ2PX,make the best of the world cup increase your winning chances with predictions by prediktr qatar2022 fifaworldcup try for 14days for free qatarworldcup2022 ghana southkorea matchday trendingnow ,0.6333333333333333,0.6166666666666667,positive,0.0,0.595,0.405,0.9325,193,27
608,"@LeahHardingAJE @LeahHardingAJE, #Ghana is the right team to cheer for NOT Cameroon committing #Genocide on women, men &amp; children in #Ambazonia", ghana is the right team to cheer for not cameroon committing genocide on women men amp children in ambazonia,0.2857142857142857,0.5357142857142857,positive,0.057,0.79,0.153,0.4728,109,19
609,@ABSCBNNews experience: experienced first class flights to and from Ghana. experienced five stars accommodation and amenities in Ghana. experienced first class land and water transportation in #Ghana. #experience. Photos by #GettyEscobilla. https://t.co/dGh3uj4Pdm, experience experienced first class flights to and from ghana experienced five stars accommodation and amenities in ghana experienced first class land and water transportation in ghana experience photos by gettyescobilla ,0.5800000000000001,0.6733333333333333,neutral,0.0,1.0,0.0,0.0,221,30
610,"Incase if you don't know him. Unbundling the new face and Era for the Blackstars. 

 Mohammed Kudus!

🇰🇷 #SouthKorea 2-3 🇬🇭 #Ghana 

#FIFAWorldCup",incase if you don know him unbundling the new face and era for the blackstars mohammed kudus southkorea 2 3 ghana fifaworldcup,0.13636363636363635,0.45454545454545453,neutral,0.0,1.0,0.0,0.0,126,22
611,"🏆 #WorldCup2022 

📍Full Time:
#SouthKorea 2-3 #Ghana

✅More Analyze &amp; #LiveShow: https://t.co/73JTxcWYT2

#WorldCup #Qatar2022 #WC2022 #ChoGuesung #PauloBento #MohammedSalisu #MohammedKudus #football #soccer #soccergame #footballgame #sport #Livescore #WorldCupPrediction https://t.co/Mp63rVujC5", worldcup2022 full time southkorea 2 3 ghana more analyze amp liveshow worldcup qatar2022 wc2022 choguesung paulobento mohammedsalisu mohammedkudus football soccer soccergame footballgame sport livescore worldcupprediction ,0.425,0.525,neutral,0.0,1.0,0.0,0.0,223,25
612,"🏆 #WorldCup2022 

📍Full Time:
1️⃣ #Cameroon 3-3 #Serbia
2️⃣ #SouthKorea 2-3 #Ghana
3️⃣ #Brazil 1-0 #Switzerland
4️⃣ #Portugal 2-0 #Uruguay

✅More Analyze &amp; #LiveStream: https://t.co/GQqnLAhgY6

#WorldCup #WC2022 #football #soccer #soccergame #footballgame #sport #Livescore https://t.co/zil2Wwz3Yc", worldcup2022 full time 1 cameroon 3 3 serbia 2 southkorea 2 3 ghana 3 brazil 1 0 switzerland 4 portugal 2 0 uruguay more analyze amp livestream worldcup wc2022 football soccer soccergame footballgame sport livescore ,0.425,0.525,neutral,0.0,1.0,0.0,0.0,217,35
613,Rape &amp; Rape Culture: #Ghana #news #Namibia #Namibian #Africa #Radio #RapeCulture #Rapist #Family #Police #FamilyMeeting #women #girls #Children #Defilement #SexualAssault #ChurchMinisters #Pastors #Elders https://t.co/1XYM4niwGH,rape amp rape culture ghana news namibia namibian africa radio rapeculture rapist family police familymeeting women girls children defilement sexualassault churchministers pastors elders ,0.0,0.0,negative,0.417,0.583,0.0,-0.946,187,23
614,"FIFA World Cup: Kudus’ brace gives full points to Ghana against South Korea (Ld)
#EducationCityStadium #FIFAWorldCup #Ghana #GroupHMatch
https://t.co/w1mgG3yDNx",fifa world cup kudus brace gives full points to ghana against south korea ld educationcitystadium fifaworldcup ghana grouphmatch ,0.35,0.55,neutral,0.0,1.0,0.0,0.0,129,18
615,"LETS GO TO SOUTH KOREA 2023✈️✅
#studyabroad 
#studyinkorea 
#scholarship 
#Tanzania 
#Zambia 
#Ghana 
#Zimbabwe 
#malawi

ALL COURSES ARE TAUGHT IN ENGLISH. https://t.co/UYS6OBBWUz",lets go to south korea 2023 studyabroad studyinkorea scholarship tanzania zambia ghana zimbabwe malawi all courses are taught in english ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,137,20
616,"#hotissue
#FIFAWorldCup
#SonHeungmin was left in tears following defeat against #Ghana because of a “lack of #justice” shown by #EnglishReferee #AnthonyTaylor, #SouthKorea assistant coach Sergio Costa has claimed.
https://t.co/yJUECnaKrH

#Fascism in #Football:
#Football is dead. https://t.co/OQc0tnP8n3", hotissue fifaworldcup sonheungmin was left in tears following defeat against ghana because of lack of justice shown by englishreferee anthonytaylor southkorea assistant coach sergio costa has claimed fascism in football football is dead ,-0.06666666666666667,0.16666666666666666,negative,0.268,0.653,0.079,-0.7964,238,33
617,"Top Images from Yesterday's games! Awesome stuff

#Qatar2022 #Ghana #Portugal #Brazil  #Cameroon #KellaKumakya https://t.co/M3xUsb9N2M",top images from yesterday games awesome stuff qatar2022 ghana portugal brazil cameroon kellakumakya ,0.75,0.75,positive,0.0,0.651,0.349,0.7096,100,13
618,"FIFA World Cup: Kudus scores twice as Ghana beat South Korea 3-2 in a pulsating game
#EducationCityStadium #Ghana #MohammedKudus #SouthKorea
https://t.co/EHSTjoj680",fifa world cup kudus scores twice as ghana beat south korea 3 2 in pulsating game educationcitystadium ghana mohammedkudus southkorea ,-0.4,0.4,neutral,0.0,1.0,0.0,0.0,134,20
619,That stupid dude. So rude. And disrespectful. Hope #ghana team loses on the next match and go home soon so they know how that feels @ghanafaofficial #WorldcupQatar2022 https://t.co/pKy7qea6rW,that stupid dude so rude and disrespectful hope ghana team loses on the next match and go home soon so they know how that feels worldcupqatar2022 ,-0.35,0.42500000000000004,negative,0.265,0.649,0.086,-0.7264,146,26
620,World Cup: #Ghana beat #SouthKorea 3-2 https://t.co/F8gJEc8hUU,world cup ghana beat southkorea 3 2 ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,36,7
621,"🎉 #Winners_List: ONUS #WorldCup #Airdrop

#Ghana NFT holders sharing 1000 $ONUS pool prize! 

⚽️ Score: 3 - 2
📝 Eligible NFT: 469 NFT
🎁 Reward: 2.13 $ONUS/ Ghana NFT 

✅ Mint #NFT for #FREE: https://t.co/C4BVD8G88l  
✅ How to mint: https://t.co/gPGheO5Dvk 

#ONUSChain https://t.co/GSLukVYsvX", winners list onus worldcup airdrop ghana nft holders sharing 1000 onus pool prize score 3 2 eligible nft 469 nft reward 2 13 onus ghana nft mint nft for free how to mint onuschain ,0.4,0.8,positive,0.0,0.616,0.384,0.9451,181,34
622,When my husband shouts GOAL #shorts #worldcup #WorldCup2022 #soccer #ghana https://t.co/2JVfuVMPXq via @YouTube,when my husband shouts goal shorts worldcup worldcup2022 soccer ghana via ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,74,11
623,Praying for anyone who is going to watch the #Ghana vs #Uruguay game.,praying for anyone who is going to watch the ghana vs uruguay game ,-0.4,0.4,positive,0.0,0.828,0.172,0.3612,67,13
624,"I love it 😅😅 btw congratulations team #ghana #FIFAWorldCupQatar2022 
#ghanavskorea https://t.co/dFYpXi0nHZ",i love it btw congratulations team ghana fifaworldcupqatar2022 ghanavskorea ,0.5,0.6,positive,0.0,0.426,0.574,0.8442,76,9
625,"#FIFAWorldCup 
Late Casemiro strike sends #Brazil into last-16; #Ghana hold off #SouthKorea
https://t.co/vV90Hmhkfo", fifaworldcup late casemiro strike sends brazil into last 16 ghana hold off southkorea ,-0.15,0.3333333333333333,negative,0.111,0.889,0.0,-0.128,87,13
626,"Day 9 diary… 

#fifaworldcup @FIFAWorldCup 
#brasil🇧🇷 #switzerland🇨🇭 #cameroon🇨🇲 #serbia🇷🇸 #southkorea🇰🇷 #ghana #portugal🇵🇹 #uruguay🇺🇾 https://t.co/mnuWezHmMU",day 9 diary fifaworldcup brasil switzerland cameroon serbia southkorea ghana portugal uruguay ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,94,12
627,Make the best of the world cup. Increase your winning chances with predictions by Prediktr #Qatar2022 #FIFAWorldCup Try for 14days for free https://t.co/NUmP4MsDFf #QatarWorldCup2022 #Ghana #SouthKorea #MatchDay #TrendingNow https://t.co/jcImdst79d,make the best of the world cup increase your winning chances with predictions by prediktr qatar2022 fifaworldcup try for 14days for free qatarworldcup2022 ghana southkorea matchday trendingnow ,0.6333333333333333,0.6166666666666667,positive,0.0,0.595,0.405,0.9325,193,27
628,Make the best of the world cup. Increase your winning chances with predictions by Prediktr #Qatar2022 #FIFAWorldCup Try for 14days for free https://t.co/x5rRVUrEWc #QatarWorldCup2022 #Ghana #SouthKorea #MatchDay #TrendingNow https://t.co/MmrxEJoqZI,make the best of the world cup increase your winning chances with predictions by prediktr qatar2022 fifaworldcup try for 14days for free qatarworldcup2022 ghana southkorea matchday trendingnow ,0.6333333333333333,0.6166666666666667,positive,0.0,0.595,0.405,0.9325,193,27
629,"Vote for me now and make me the new face of Playboy's Lingerie Campaign 💗 
https://t.co/3HETC7FFhH 
@Playboy @plbycenterfold 

#playboy #centerfold #playboyinternational #ghana #Russia #mixed #CardiB https://t.co/ASIJrISqcI",vote for me now and make me the new face of playboy lingerie campaign playboy centerfold playboyinternational ghana russia mixed cardib ,0.06818181818181818,0.3522727272727273,neutral,0.0,1.0,0.0,0.0,136,21
630,"#DearJobSeeker
#ApplyNow

Harvest Plus is #hiring! LOGISTICS OPERATIONS MANAGER #jobtube #ghana #vacancy #jobseekers #jobsearch #employment

👉https://t.co/lHdooGhr8X

(✔Please exercise due diligence in your job hunt and always treat your personal safety as a top priority)", dearjobseeker applynow harvest plus is hiring logistics operations manager jobtube ghana vacancy jobseekers jobsearch employment please exercise due diligence in your job hunt and always treat your personal safety as top priority ,0.125,0.39166666666666666,positive,0.0,0.745,0.255,0.8225,231,32
631,"#DearJobSeeker
#ApplyNow

Imperial is #hiring! DIGITAL &amp; IT EXECUTIVE #jobtube #ghana #vacancy #jobseekers #jobsearch #employment

👉https://t.co/iy04dpCxST

(✔Please exercise due diligence in all aspects of your job hunt and always treat your personal safety as a top priority)", dearjobseeker applynow imperial is hiring digital amp it executive jobtube ghana vacancy jobseekers jobsearch employment please exercise due diligence in all aspects of your job hunt and always treat your personal safety as top priority ,0.09375,0.29375,positive,0.0,0.764,0.236,0.8225,238,35
632,"Help me gamble on Ghana 
https://t.co/irGuyDaZzo 

When I bet and cheer, it always goes ... 
#Gambling #Ghana 
https://t.co/irGuyDaZzo",help me gamble on ghana when bet and cheer it always goes gambling ghana ,0.0,0.0,positive,0.0,0.667,0.333,0.7184,73,14
633,"#DearJobSeeker
#ApplyNow

Chirano Gold Mines is #hiring! TECHNICAL SERVICES MANAGER #jobtube #ghana #vacancy #jobseekers #jobsearch #employment

👉https://t.co/QE5Y6FZa9p

(✔Please exercise due diligence in your job hunt and always treat your personal safety as a top priority)", dearjobseeker applynow chirano gold mines is hiring technical services manager jobtube ghana vacancy jobseekers jobsearch employment please exercise due diligence in your job hunt and always treat your personal safety as top priority ,0.09375,0.31875,positive,0.0,0.751,0.249,0.8225,235,33
634,"@LeahHardingAJE @LeahHardingAJE  well done.
#Ghana is the right team to support NOT Cameroon committing #Genocide in #Ambazonia", well done ghana is the right team to support not cameroon committing genocide in ambazonia,0.2857142857142857,0.5357142857142857,positive,0.068,0.666,0.266,0.5541,91,15
635,"#DearGhana
#JobsNoDey
#ApplyNow

Hapag-Lloyd is #hiring! OPERATIONS STEERING COORDINATOR #jobtube #ghana #vacancy #jobsearch #jobseekers

👉https://t.co/SbuG4ayBqW

(✔Please exercise due diligence in your job hunt and always treat your personal safety as a top priority)", dearghana jobsnodey applynow hapag lloyd is hiring operations steering coordinator jobtube ghana vacancy jobsearch jobseekers please exercise due diligence in your job hunt and always treat your personal safety as top priority ,0.125,0.39166666666666666,positive,0.0,0.745,0.255,0.8225,228,32
636,Have a read. https://t.co/Ihkko6nw9W #Ghana #HookedGhana #SportsBetting https://t.co/0I19tUIUoL,have read ghana hookedghana sportsbetting ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,42,5
637,"#DearGhana
#JobsNoDey
#ApplyNow

Absa is #hiring! MI ANALYST #jobtube #ghana #vacancy #jobsearch #jobseekers #employment

👉https://t.co/TweM8b91Ga

(✔Please exercise due diligence in all aspects of your job hunt and always treat your personal safety as a top priority)", dearghana jobsnodey applynow absa is hiring mi analyst jobtube ghana vacancy jobsearch jobseekers employment please exercise due diligence in all aspects of your job hunt and always treat your personal safety as top priority ,0.125,0.39166666666666666,positive,0.0,0.758,0.242,0.8225,226,34
638,"#DearGhana
#JobsNoDey
#ApplyNow

Nestle is #hiring! ELECTRICAL TECHNICIAN #jobtube #ghana #vacancy #jobsearch #jobseekers

👉https://t.co/QN3O4wGG4n

(✔Please exercise due diligence in all aspects of your job hunt and always treat your personal safety as a top priority)", dearghana jobsnodey applynow nestle is hiring electrical technician jobtube ghana vacancy jobsearch jobseekers please exercise due diligence in all aspects of your job hunt and always treat your personal safety as top priority ,0.125,0.39166666666666666,positive,0.0,0.751,0.249,0.8225,228,33
639,Make the best of the world cup. Increase your winning chances with predictions by Prediktr #Qatar2022 #FIFAWorldCup Try for 14days for free https://t.co/NUmP4MsDFf #QatarWorldCup2022 #Ghana #SouthKorea #MatchDay #TrendingNow https://t.co/MK58zXo0xo,make the best of the world cup increase your winning chances with predictions by prediktr qatar2022 fifaworldcup try for 14days for free qatarworldcup2022 ghana southkorea matchday trendingnow ,0.6333333333333333,0.6166666666666667,positive,0.0,0.595,0.405,0.9325,193,27
640,Make the best of the world cup. Increase your winning chances with predictions by Prediktr #Qatar2022 #FIFAWorldCup Try for 14days for free https://t.co/x5rRVUrEWc #QatarWorldCup2022 #Ghana #SouthKorea #MatchDay #TrendingNow https://t.co/ccHF53NtHI,make the best of the world cup increase your winning chances with predictions by prediktr qatar2022 fifaworldcup try for 14days for free qatarworldcup2022 ghana southkorea matchday trendingnow ,0.6333333333333333,0.6166666666666667,positive,0.0,0.595,0.405,0.9325,193,27
641,"#DearGhana
#JobsNoDey
#ApplyNow

Nestle is #hiring! MECHANICAL TECHNICIAN #jobtube #ghana #vacancy #jobsearch #jobseekers #employment

👉https://t.co/Rg4a3B6AzU

(✔Please exercise due diligence in your job hunt and always treat your personal safety as a top priority)", dearghana jobsnodey applynow nestle is hiring mechanical technician jobtube ghana vacancy jobsearch jobseekers employment please exercise due diligence in your job hunt and always treat your personal safety as top priority ,0.125,0.39166666666666666,positive,0.0,0.738,0.262,0.8225,224,31
642,"This episode gives updates on Treasury and Bonds Market for last week - ending Friday, November 25, 2022. #bondmarket #bonds #government #treasury #stocktrading #stockmarketinvesting #ghana #fixedincome @StatsGH @gstockexchange @MoF_Ghana @thebankofghana 
https://t.co/UelyuqqHWx",this episode gives updates on treasury and bonds market for last week ending friday november 25 2022 bondmarket bonds government treasury stocktrading stockmarketinvesting ghana fixedincome ghana ,0.0,0.06666666666666667,positive,0.0,0.87,0.13,0.3818,196,26
643,"Hopefully #Ghana play wisely against #Uruguay . 

Dec 2nd https://t.co/lEkCnqzUFr https://t.co/OCpYrwKdYp",hopefully ghana play wisely against uruguay dec 2nd ,0.35,0.45,positive,0.0,0.388,0.612,0.7845,52,8
644,"Are you searching for a modern, unique and exact like you dreamt about professional Landscape Design for your backyard or frontyard?
Contact Me: https://t.co/4o3FGtDMbu
#landscapedesign #PMSIDontWantToOverreactBUT #pooldesign #Ghana #patiodesign #frontyard #backyarddesign https://t.co/ADj43JzMyM",are you searching for modern unique and exact like you dreamt about professional landscape design for your backyard or frontyard contact me landscapedesign pmsidontwanttooverreactbut pooldesign ghana patiodesign frontyard backyarddesign ,0.23124999999999998,0.41250000000000003,positive,0.0,0.918,0.082,0.3612,237,29
645,Congrats #Ghana https://t.co/Kapc5THGCi,congrats ghana ,0.0,0.0,positive,0.0,0.227,0.773,0.5267,15,2
646,"Somali troops overpower al-Shabab fighters to end hotel siege | Al-Shabab News

read this full article  - https://t.co/C1MCVmVuAS

#somali #troops #food #soldier #ghana #military #african #army #nigeria #battlefield #kenya #war #liberia #photography #party #photooftheday https://t.co/mf7AOMQxbD",somali troops overpower al shabab fighters to end hotel siege al shabab news read this full article somali troops food soldier ghana military african army nigeria battlefield kenya war liberia photography party photooftheday ,0.08333333333333333,0.21666666666666667,negative,0.195,0.736,0.069,-0.6124,225,33
